
=============================================================
   text	   data	    bss	    dec	    hex	filename
    312	      0	      0	    312	    138	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/fwlib/rom_hp/../rom_common/rtl8721d_loguart_rom.o
    902	    520	      0	   1422	    58e	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/fwlib/rom_hp/../rom_common/rtl8721d_gpio_rom.o
  26428	   2203	      0	  28631	   6fd7	(TOTALS)
=============================================================
   text	   data	    bss	    dec	    hex	filename
   1548	      0	      0	   1548	    60c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/fwlib/crypto/rtl8721dhp_aes_rom.o
   2301	      0	      0	   2301	    8fd	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/fwlib/crypto/rtl8721dhp_des_rom.o
   3849	      0	      0	   3849	    f09	(TOTALS)
=============================================================
      0	      0	      0	      0	      0	(TOTALS)
=============================================================
   text	   data	    bss	    dec	    hex	filename
   1609	     28	      0	   1637	    665	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/diag.o
    156	      0	      0	    156	     9c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/memset.o
   1709	      0	      0	   1709	    6ad	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/sscanf.o
    268	     24	      0	    292	    124	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/rand.o
    172	      0	      0	    172	     ac	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/memcpy.o
    100	      0	      0	    100	     64	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/memcmp.o
    144	      0	      0	    144	     90	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/memchr.o
    200	      0	      0	    200	     c8	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/memmove.o
     64	      0	      0	     64	     40	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strcat.o
     92	      0	      0	     92	     5c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strncat.o
    208	      0	      0	    208	     d0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strchr.o
    116	      0	      0	    116	     74	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strcmp.o
    164	      0	      0	    164	     a4	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strncmp.o
    100	      0	      0	    100	     64	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strlen.o
     76	      0	      0	     76	     4c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strcpy.o
    104	      0	      0	    104	     68	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strncpy.o
     12	      0	      0	     12	      c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strsep.o
   1228	      0	      0	   1228	    4cc	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strstr.o
     12	      4	      0	     16	     10	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strtok.o
    108	      0	      0	    108	     6c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strtok_r.o
     52	      0	      0	     52	     34	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/stricmp.o
     28	      0	      0	     28	     1c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strupr.o
     84	      0	      0	     84	     54	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/stratoi.o
     52	      0	      0	     52	     34	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strnlen.o
    288	      0	      0	    288	    120	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strtol.o
    312	      0	      0	    312	    138	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strtoul.o
    224	      0	      0	    224	     e0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strtod.o
     44	      0	      0	     44	     2c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/strpbrk.o
    268	      0	      0	    268	    10c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/swlib/string/char2num.o
   7994	     56	      0	   8050	   1f72	(TOTALS)
=============================================================
   text	   data	    bss	    dec	    hex	filename
    700	      0	      0	    700	    2bc	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/chacha/rom_homekit_chacha_enc.o
   1422	      0	      0	   1422	    58e	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/poly1305/rom_homekit_poly1305.o
   5648	      0	      0	   5648	   1610	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/WACServer/External/Curve25519/rom_wac_curve25519-donna.o
     30	      0	      0	     30	     1e	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519.o
     88	      0	      0	     88	     58	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519_keypair.o
    224	      0	      0	    224	     e0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519_sign.o
    516	      0	      0	    516	    204	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519_open.o
  40612	      0	      0	  40612	   9ea4	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519_ge_fe.o
  31792	      0	      0	  31792	   7c30	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/ed25519/rom_homekit_ed25519_sc.o
    556	      0	      0	    556	    22c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/application/apple/homekit/crypto/sha512/rom_homekit_sha512.o
  81588	      0	      0	  81588	  13eb4	(TOTALS)
=============================================================
   text	   data	    bss	    dec	    hex	filename
  12756	      0	      0	  12756	   31d4	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_aes.o
    176	      0	      0	    176	     b0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_arc4.o
    936	      0	      0	    936	    3a8	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_asn1parse.o
   1212	      0	      0	   1212	    4bc	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_asn1write.o
    780	      0	      0	    780	    30c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_base64.o
  11149	      0	      0	  11149	   2b8d	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_bignum.o
    944	      0	      0	    944	    3b0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ctr_drbg.o
   6640	      0	      0	   6640	   19f0	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_des.o
   1674	      0	      0	   1674	    68a	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_dhm.o
    636	      0	      0	    636	    27c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ecdh.o
   1416	      0	      0	   1416	    588	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ecdsa.o
   8284	      0	      0	   8284	   205c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ecp.o
   7499	      0	      0	   7499	   1d4b	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ecp_curves.o
   2514	      0	      0	   2514	    9d2	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_ecjpake.o
    716	      0	      0	    716	    2cc	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_hmac_drbg.o
   1105	      0	      0	   1105	    451	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_md.o
    685	      0	      0	    685	    2ad	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_md_wrap.o
   2188	      0	      0	   2188	    88c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_md5.o
   4781	      0	      0	   4781	   12ad	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_oid.o
   1638	      0	      0	   1638	    666	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_pem.o
    859	      0	      0	    859	    35b	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_pk.o
   1291	      0	      0	   1291	    50b	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_pk_wrap.o
   1340	      0	      0	   1340	    53c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_pkwrite.o
   5416	      0	      0	   5416	   1528	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_rsa.o
   4460	      0	      0	   4460	   116c	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_sha1.o
   2680	      0	      0	   2680	    a78	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_sha256.o
   5160	      0	      0	   5160	   1428	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/mbedtls_rom_sha512.o
      0	     68	      0	     68	     44	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/common/network/ssl/mbedtls-2.4.0/library/rom/../../../ssl_ram_map/rom/rom_ssl_ram_map.o
  88935	     68	      0	  89003	  15bab	(TOTALS)
=============================================================
   text	   data	    bss	    dec	    hex	filename
  11792	      0	      0	  11792	   2e10	/cygdrive/E/AmebaD/sdk/svn_new/project/realtek_amebaD_cm4_gcc_verification/asdk/../../../component/soc/realtek/amebad/cmsis-dsp/rom/rtl8721dhp_faac_tables.o
  11792	      0	      0	  11792	   2e10	(TOTALS)
